nr_empenho;nr_liquidac;dia;mes;ano;valor;operacao;historico;existe_contrato;nr_contrato_tce;nr_contrato;ano_contrato;existe_nf;nr_nf;serie_nf;tipo_contrato
0201900000872;00000000000000005180;10;7;2019;1.162,50;000000000000000000000000000000;"GENEROS ALIMENTICIOS PARA ELABORACAO DE ALMOCO AOS SERVIDORES QUANDO DESLOCAM-SE PARA AS COMUNIDADES INTERIORANAS CONF RD 170 E CONTRATO No 015/2019 EM ANEXO NE 863.  PROCESSO No 09/19 EDITAL No 06/19 PREGAO No 06/19";S;15;"18                  ";2019;S;1555;"1  ";C
0201900001484;00000000000000005181;10;7;2019;1.208,50;000000000000000000000000000000;"GENEROS ALIMENTICIOS PARA ELABORACAO DE LANCHES AOS PROJETOS DESENVOLVIDOS NO CRAS  -  CRIANCAS E ADOLESCENTES CONF RD 257 E CONTRATO No 28/2019 EM ANEXO.   PROCESSO No 30/19 EDITAL No 16/19 PREGAO No 16/19";S;28;"31                  ";2019;S;3921;"1  ";C
0201900001486;00000000000000005182;10;7;2019;456,50;000000000000000000000000000000;"GENEROS ALIMENTICIOS PARA ELABORACAO DE LANCHES AOS PROJETOS DESENVOLVIDOS NO CRAS  -  FAMILIAS CONF RD 259 E CONTRATO No 28/2019 EM ANEXO NE 1484.   PROCESSO No 30/19 EDITAL No 16/19 PREGAO No 16/19";S;28;"31                  ";2019;S;3919;"1  ";C
0201900001485;00000000000000005183;10;7;2019;2.868,00;000000000000000000000000000000;"GENEROS ALIMENTICIOS PARA ELABORACAO DE LANCHES AOS PROJETOS DESENVOLVIDOS NO CRAS  -  IDOSOS CONF RD 258 E CONTRATO No 28/2019 EM ANEXO NE 1484.   PROCESSO No 30/19 EDITAL No 16/19 PREGAO No 16/19";S;28;"31                  ";2019;S;3919;"1  ";C
0201900001486;00000000000000005184;10;7;2019;174,00;000000000000000000000000000000;"GENEROS ALIMENTICIOS PARA ELABORACAO DE LANCHES AOS PROJETOS DESENVOLVIDOS NO CRAS  -  FAMILIAS CONF RD 259 E CONTRATO No 28/2019 EM ANEXO NE 1484.   PROCESSO No 30/19 EDITAL No 16/19 PREGAO No 16/19";S;28;"31                  ";2019;S;3920;"1  ";C
0201900003118;00000000000000005185;10;7;2019;4.340,00;000000000000000000000000000000;"CAMISETAS PARA DISTRIBUICAO AOS DOADORES DE SANGUE CONF RD 493 EM ANEXO.  PROCESSO No 65/19 EDITAL No 35/19 PREGAO N o 33/19 SRP No 23/19";N;0;"                    ";0;S;24825923;890;X
0201900003749;00000000000000005186;10;7;2019;2.250,00;000000000000000000000000000000;"RESSARCIMENTO DE CONSULTA/EXAME MEDICO CONF LEI 2613/15 DE ACORDO COM O DECRETO 104/15 CONF RD 309 EM ANEXO.";N;0;"                    ";0;S;826;"0  ";X
0201900003738;00000000000000005187;10;7;2019;46,00;000000000000000000000000000000;"AQUISICAO DE MATERIAIS PARA AS ATIVIDADES DESENVOLVIDAS NOS GRUPOS DO NASF. CONF RD 308 EM ANEXO.";N;0;"                    ";0;S;4879;"0  ";X
0201900001460;00000000000000005188;10;7;2019;300,00;000000000000000000000000000000;"EXAMES ESPECIALIZADOS E CONSULTAS PARA ATENDER AOS PACIENTES ENCAMINHADOS PELO SISTEMA DE SAUDE DO MUNICIPIO CONF RD 123 EM ANEXO.";N;0;"                    ";0;S;5982;"1  ";X
0201900003180;00000000000000005189;10;7;2019;20.947,50;000000000000000000000000000000;"TRANSPORTE DE PACIENTES PARA REALIZAR CONSULTAS E EXAMES EM MUNICIPIOS DA REGIAO CONF  513 EM ANEXO.  PROCESSO 84/19 PREGAO 045/19 SRP 27/19";N;0;"                    ";0;S;145;"1  ";X
0201900003659;00000000000000005190;10;7;2019;8.335,00;000000000000000000000000000000;"MATERIAL PARA SUBSTITUICAO NA MOTONIVELADORA 77 CONF RD 110 EM ANEXO.";N;0;"                    ";0;S;7487;"1  ";X
0201900002889;00000000000000005476;22;7;2019;418,00;000000000000000000000000000000;"DIARIAS PARA VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS DA REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 194 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900002932;00000000000000005191;10;7;2019;7.260,50;000000000000000000000000000000;"MAO DE OBRA PARA CONSERTO DA PARTE ELETRICA DAS MAQUINAS E EQUIPAMENTOS DA SECR. DE OBRAS CONF RD 461 EM ANEXO.  PROCESS O No 68/19 EDITAL No 37/19 PREGAO No 34/19 SRP 24/19";N;0;"                    ";0;S;7;"1  ";X
0201900002931;00000000000000005192;10;7;2019;1.300,00;000000000000000000000000000000;"MATERIAIS PARA MANUTENCAO DA PARTE ELETRICA DAS MAQUINAS E EQUIPAMENTOS DA SECR. DE OBRAS CONF RD 460 EM ANEXO.  PROCESS O No 68/19 EDITAL No 37/19 PREGAO No 34/19 SRP 24/19";N;0;"                    ";0;S;25021247;890;X
0201900003734;00000000000000005193;10;7;2019;3.111,50;000000000000000000000000000000;"MAO DE OBRA PARA MANUTENCAO DA PARTE ELETRICA DOS VEICULOS E CAMINHOES DA SECRETARIA SERVICOS URBANOS. CONF RD 624 EM ANEXO.  PROCESS O No 68/2019 EDITAL No 37/2019 PREGAO No 34/2019 SRP 24/2019";N;0;"                    ";0;S;8;"1  ";X
0201900003735;00000000000000005194;10;7;2019;2.809,00;000000000000000000000000000000;"PECAS PARA MANUTENCAO DA PARTE ELETRICA DOS VEICULOS E CAMINHOES DA SECRETARIA DE SERVICOS URBANOS E TRANSITO. CONF RD 625 EM ANEXO.  PROCESS O No 68/2019 EDITAL No 37/2019 PREGAO No 34/2019 SRP 24/2019";N;0;"                    ";0;S;25025547;890;X
0201900003544;00000000000000005195;10;7;2019;540,00;000000000000000000000000000000;"MATERIAL PARA MANUTENCAO DE INFRAESTRUTURA PREDIAL DOS ESFS CONF RD 286 EM ANEXO.";N;0;"                    ";0;S;27820;"D1 ";X
0201900002452;00000000000000005196;10;7;2019;1.179,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA SECR. DE ASSISTENCIA SOCIAL - BOLSA FAMILIA CONF RD 371 EM ANEXO.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18";N;0;"                    ";0;S;1951;"11 ";X
0201900001468;00000000000000005197;10;7;2019;589,50;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DA VIATURA DA GABINETE CONF RD 244 EM ANEXO.   PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  100 LTS. GASOLINA COMUM X R$ 3,77";N;0;"                    ";0;S;1953;"11 ";X
0201900001374;00000000000000005198;10;7;2019;393,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DA VIATURA DA SECR. DE ADMINISTRACAO CONF RD 249 EM ANEXO.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  200 LTS. GASOLINA COMUM X R$ 3,77";N;0;"                    ";0;S;1954;"11 ";X
0201900002557;00000000000000005199;10;7;2019;1.277,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DA VIATURA DA SECR. DE ADMINISTRACAO CONF RD 408 EM ANEXO.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  200 LTS. GASOLINA COMUM X R$ 3,93";N;0;"                    ";0;S;1954;"11 ";X
0201900001375;00000000000000005200;10;7;2019;1.179,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DA VIATURA DO CONSELHO TUTELAR CONF RD 248 EM ANEXO.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  200 LTS. GASOLINA COMUM X R$ 3,77";N;0;"                    ";0;S;1952;"11 ";X
0201900000535;00000000000000005201;10;7;2019;1.758,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA SECR. DE OBRAS - VIAS RURAIS CONF RD 77 EM ANEXO NE 534.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  20.000 LTS. OLEO DIESEL S10 X R$ 2,76";N;0;"                    ";0;S;1971;"11 ";X
0201900003277;00000000000000005202;10;7;2019;589,50;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA SECR. DE OBRAS - VIAS RURAIS CONF RD 569 EM ANEXO.   PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  500 LTS. GASOLINA COMUM X R$ 3,93";N;0;"                    ";0;S;1972;"11 ";X
0201900000534;00000000000000005203;10;7;2019;2.397,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA SECR. DE OBRAS - VIAS RURAIS CONF RD 77 EM ANEXO.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  1.200 LTS. GASOLINA COMUM X R$ 3,77";N;0;"                    ";0;S;1972;"11 ";X
0201900000535;00000000000000005204;10;7;2019;28.128,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA SECR. DE OBRAS - VIAS RURAIS CONF RD 77 EM ANEXO NE 534.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  20.000 LTS. OLEO DIESEL S10 X R$ 2,76";N;0;"                    ";0;S;1972;"11 ";X
0201900002541;00000000000000005205;10;7;2019;46.011,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA SECR. DE OBRAS - VIAS RURAIS CONF RD 386 EM ANEXO.   PROCESSO No 07/19 EDITAL No 05/19 PREGAO PRESENCIAL No 05/19 SRP No 04/19   20.000 LTS OLEO DIESEL COMUM X R$ 2,92";N;0;"                    ";0;S;1972;"11 ";X
0201900000540;00000000000000005206;10;7;2019;1.025,50;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DO GERADOR DE ENERGIA DO PRONTO ATENDIMENTO CONF RD 74 EM ANEXO.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  300 LTS. DIESEL S10 X R$ 2,76";N;0;"                    ";0;S;1967;"11 ";X
0201900000536;00000000000000005207;10;7;2019;2.871,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA SECR. DE SAUDE - TRANSPORTE DE PACIENTES CONF RD 71 EM ANEXO.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  3.000 LTS. OLEO DIESEL S10 X R$ 2,76";N;0;"                    ";0;S;1968;"11 ";X
0201900003184;00000000000000005208;10;7;2019;2.082,50;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA VIGILANCIA EM SAUDE CONF RD 517 EM ANEXO.  PROCESSO 226/18 EDITAL 117/18 PREGAO PRESENCIAL 103/18 SRP 24/18.  250 LTS GASOLINA COMUM X R$ 3,93";N;0;"                    ";0;S;1968;"11 ";X
0201900002559;00000000000000005209;10;7;2019;432,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA VIGILANCIA EM SAUDE CONF RD 428 EM ANEXO.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  750 LTS. GASOLINA COMUM X R$ 3,93";N;0;"                    ";0;S;1968;"11 ";X
0201900002560;00000000000000005210;10;7;2019;14.226,50;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA SECR. DE SAUDE - TRANSPORTE DE PACIENTES CONF RD 429 EM ANEXO.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  1.500 LTS. GASOLINA COMUM X R$ 3,93";N;0;"                    ";0;S;1968;"11 ";X
0201900002526;00000000000000005211;10;7;2019;1.252,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA SECR. DE SERVICOS URBANOS - LIMPEZA URBANA CONF RD 401 EM ANEXO.  PROCESSO No 07/19 EDITAL No 05/19 PREGAO PRESENCIAL No 05/19 SRP No 04/19  2.000 LTS OLEO DIESEL COMUM X R$ 2,92";N;0;"                    ";0;S;1970;"11 ";X
0201900000533;00000000000000005212;10;7;2019;1.179,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA SECR. DE SERVICOS URBANOS - LIMPEZA URBANA CONF RD 75 EM ANEXO.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18";N;0;"                    ";0;S;1970;"11 ";X
0201900002500;00000000000000005213;10;7;2019;1.768,50;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA SECR. DE SERVICOS URBANOS - LIMPEZA URBANA CONF RD 388 EM ANEXO.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  500 LTS GASOLINA COMUM X R$ 3,93";N;0;"                    ";0;S;1970;"11 ";X
0201900000671;00000000000000005214;10;7;2019;903,50;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA INFRAESTRUTURA BASICA DE CAMPO CONF RD 87 EM ANEXO.  PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  1.000 LTS GASOLINA COMUM X R$ 3,77";N;0;"                    ";0;S;1965;"11 ";X
0201900003140;00000000000000005215;10;7;2019;5.242,50;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA SECRETARIA AGRICULTURA - INFRAESTRUTURA BASICA DO CAMPO CONF RD 499 EM ANEXO.  PROCESSO 07/19 EDITAL 05/19 PREGAO PRESENCIAL 05/19 SRP 04/19  2.000 LTS OLEO DIESEL COMUM X R$ 3,13";N;0;"                    ";0;S;1965;"11 ";X
0201900003139;00000000000000005216;10;7;2019;8.775,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA SECRETARIA AGRICULTURA - INFRAESTRUTURA BASICA DO CAMPO CONF RD 498 EM ANEXO.  PROCESSO 226/18 EDITAL 117/18 PREGAO PRESENCIAL 103/18 SRP 24/18.  4.000 LTS OLEO DIESEL S10 X R$ 2,93";N;0;"                    ";0;S;1965;"11 ";X
0201900003684;00000000000000005217;10;7;2019;6.510,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA FROTA DO TRANSPORTE ESCOLAR CONF RD 610 EM ANEXO.   PROCESSO No 07/19 EDITAL No 05/19 PREGAO PRESENCIAL No 05/19 SRP No 04/19  2.500 LTS DIESEL COMUM X R$ 3,13";N;0;"                    ";0;S;1977;"11 ";X
0201900003142;00000000000000005218;10;7;2019;589,50;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA FROTA DO TRANSPORTE ESCOLAR CONF RD 501 EM ANEXO.   PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  300 LTS GASOLINA COMUM X R$ 3,93";N;0;"                    ";0;S;1977;"11 ";X
0201900002509;00000000000000005219;10;7;2019;648,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA FROTA DO TRANSPORTE ESCOLAR CONF RD 389 EM ANEXO.   PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  300 LTS GASOLINA COMUM X R$ 3,93";N;0;"                    ";0;S;1977;"11 ";X
0201900003143;00000000000000005220;10;7;2019;14.601,00;000000000000000000000000000000;"COMBUSTIVEL PARA ABASTECIMENTO DAS VIATURAS DA FROTA DO TRANSPORTE ESCOLAR CONF RD 500 EM ANEXO.   PROCESSO No 226/18 EDITAL No 117/18 PREGAO PRESENCIAL No 103/18 SRP No 24/18  2.500 LTS DIESEL COMUM X R$ 3,13";N;0;"                    ";0;S;1977;"11 ";X
0201900003793;00000000000000005221;10;7;2019;114.400,00;000000000000000000000000000000;"CONTRIBUICAO PARA O PROGRAMA DE MILHO TRANSGENICO SAFRA 2019/2020 NO SISTEMA TROCA-TROCA. CONF PEDIDO EM ANEXO.  104 SACAS";N;0;"                    ";0;N;0;"   ";X
0201900003794;00000000000000005222;10;7;2019;243,50;000000000000000000000000000000;"1/4 DE DIARIA A SANTO ANGELO NO DIA 13.07.19 PARA PARTICIPAR DO CURSO REIKI  NIVEL I . CONF SD 634 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900003795;00000000000000005223;10;7;2019;209,00;000000000000000000000000000000;"1/4 DE DIARIA A SANTO ANGELO NO DIA 13.07.19 PARA PARTICIPAR DO CURSO REIKI  NIVEL I. CONF SD 635 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900003796;00000000000000005224;10;7;2019;209,00;000000000000000000000000000000;"1/4 DE DIARIA A SANTO ANGELO NO DIA 13.07.19 PARA PARTICIPAR DO CURSO DE REIKI  NIVEL I . CONF SD 636 EM ANEXO.";N;0;"                    ";0;X;0;"   ";X
0201900003797;00000000000000005225;10;7;2019;209,00;000000000000000000000000000000;"1/4 DE DIARIA A SANTO ANGELO NO DIA 13.07.19 PARA LEVAR  AS SERVIDORAS JULIANA WITIZACK, LETICIA DA SILVA BONFANTI E A SECRETARIA DE  SAUDE  TANIA  M.  BERNARDI  PARA REALIZAR O CURSO DE REIKI NIVEL I. CONF SD 637 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900002042;00000000000000005226;10;7;2019;209,00;000000000000000000000000000000;"DIARIAS PARA VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS DA REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 174 EM ANEXO.  NE COMPLEMENTAR A NE 149.";X;0;"                    ";0;X;0;"   ";X
0201900003740;00000000000000005139;9;7;2019;119,00;000000000000000000000000000000;"MEDICAMENTO A PACIENTE EM TRATAMENTO NA REDE BASICA DE SAUDE CONF RD 305 EM ANEXO.  01 FR. TOBREX COLIRIO X R$ 23,80";N;0;"                    ";0;S;47741;"1  ";X
0201900000246;00000000000000005140;9;7;2019;6.762,50;000000000000000000000000000000;"MENSALIDADE PARA ASSOCIACAO DOS MUNICIPIOS DO GRANDE SANTA ROSA NO EXERCICIO 2019 CONF OFICIO 08/19 E ATA 468/18 EM ANEXO.  VALOR MENSAL = R$ 1.352,52";N;0;"                    ";0;X;0;"   ";X
0201900001469;00000000000000005141;9;7;2019;30.400,00;000000000000000000000000000000;"SERVICOS MEDICOS ESPECIALIZADOS EM PEDIATRIA, PARA ATENDIMENTO NA UNIDADE BASICA DE SAUDE  ESF 02 CONF RD 253 E CONTRATO No 026/2019 EM ANEXO.  PROCESSO No 20/19 PREGAO No 11 /19 EDITAL No 11/19";S;26;"29                  ";2019;S;103;"1  ";C
0201900000645;00000000000000005142;9;7;2019;6.755,00;000000000000000000000000000000;"MENSALIDADE PARA ASSOCIACAO DOS MUNICIPIOS DO GRANDE SANTA ROSA NO EXERCICIO 2019 CONF OFICIO 008/2019 E ATA 468/18 EM ANEXO.   VALOR MENSAL = R$ 1.351,00  RATEIO CLAUDIO CUNHA = R$ 1.092,00  RATEIO PROJETO APL LEITE = R$ 259,00";N;0;"                    ";0;X;0;"   ";X
0201900001999;00000000000000005143;9;7;2019;2.550,00;000000000000000000000000000000;"SESSOES DE BOTA DE UNA AOS PACIENTES EM TRATAMENTO PELA REDE BASICA DE SAUDE CONF RD 172 EM ANEXO.";N;0;"                    ";0;S;60017;"0  ";X
0201900003638;00000000000000005144;9;7;2019;300,00;000000000000000000000000000000;"MEDICAMENTO PARA TRATAMENTO DE SAUDE DE PACIENTES ATENDIDOS NA REDE BASICA CONF RD 294 EM ANEXO.  01 CX. TRAMADOL 50MG X R$ 60,00";N;0;"                    ";0;S;41591;"1  ";X
0201900003739;00000000000000005145;9;7;2019;560,00;000000000000000000000000000000;"MEDICAMENTO A PACIENTE EM TRATAMENTO NA REDE BASICA DE SAUDE CONF RD 307 EM ANEXO.";N;0;"                    ";0;S;41590;"1  ";X
0201900002361;00000000000000005146;9;7;2019;3.671,50;000000000000000000000000000000;"MEDICAMENTOS PARA A FARMACIA BASICA DO MUNICIPIO CONF RD 365 EM ANEXO.   PROCESSO No 42/19 EDITAL No 23/19, PREGAO No 21/19 SRP No 13/19";N;0;"                    ";0;S;246048;"1  ";X
0201900003641;00000000000000005147;9;7;2019;5.101,50;000000000000000000000000000000;"MATERIAIS ODONTOLOGICOS PARA MANUTENCAO DOS ATENDIMENTOS AOS PACIENTES JUNTO AS UNIDADES BASICAS DE SAUDE CONF RD 583 EM ANEXO.  PROCESSO No 36/19 EDITAL No 20/19 PREGAO No 19/19 SRP No 11/19";N;0;"                    ";0;S;9402;"1  ";X
0201900001974;00000000000000005148;9;7;2019;3.000,00;000000000000000000000000000000;"PRESTACAO DE SERVICOS DE COMUNICACAO ATRAVES DE INFORMATIVO MUNICIPAL PARA DIVULGACAO    DE AVISOS E MATERIAS DE INTERESSE PUBLICO. CONF CONTRATO No 45/17 E TERMO ADITIVO 002/19.  PROCESSO 76/2017 DISPENSA 42/2017   VIGENCIA 05.03.20";S;45;"49                  ";2017;S;9045;"U  ";C
0201900003558;00000000000000005149;9;7;2019;9.000,00;000000000000000000000000000000;"CONSERTO DE CALCAMENTO PARA MANUTENCAO DAS VIAS PUBLICAS CONF RD 575 EM ANEXO.  PROCESSO 82/19 EDITAL 46/19 PREGAO 43/19 SRP 026/19";N;0;"                    ";0;S;8;"1  ";X
0201900000131;00000000000000005150;9;7;2019;73.771,50;000000000000000000000000000000;"COLETA E TRANSPORTE ATE ATERRO LICENCIADO, DOS RESIDUOS SOLIDOS PRODUZIDOS NO PERIMETRO  URBANO DO MUNICIPIO DE INDEPENDENCIA CONF CONTRATO No 151/2018.  VALOR MENSAL R$ 14.754,36   PROCESSO 121/18 EDITAL 64/18 TOMADA DE PRECOS 06/18  VIGENCIA 11.09.19";S;151;"186                 ";2018;S;68;"1  ";C
0201900004505;00000000000000006417;15;8;2019;3.483,00;000000000000000000000000000000;"02 E 1/2 DIARIAS A PORTO ALEGRE NO DIA 28, 29 E 30.08.19 PARA PARTICIPAR NO 6o SEMINaRIO ESTADUAL DE CONTROLE INTERNO E OUVIDORIAS MUNICIPAIS CONF SD 785 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900004506;00000000000000006418;15;8;2019;3.483,00;000000000000000000000000000000;"02 E 1/2 DIARIAS A PORTO ALEGRE NO DIA 28, 29 E 30.08.19 PARA PARTICIPAR NO 6o SEMINaRIO ESTADUAL DE CONTROLE INTERNO E OUVIDORIAS MUNICIPAIS CONF SD 786 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900001481;00000000000000006419;19;8;2019;274,50;000000000000000000000000000000;"GENEROS ALIMENTICIOS PARA ELABORACAO DE LANCHES AOS PROJETOS DESENVOLVIDOS NO CRAS CONF RD 255 E CONTRATO No 29/2019 EM ANEXO NE 1480.  PROCESSO No 30/19 EDITAL No 16/19 PREGAO No 16/19";S;29;"32                  ";2019;S;1623;"1  ";C
0201900001480;00000000000000006420;19;8;2019;2.420,50;000000000000000000000000000000;"GENEROS ALIMENTICIOS PARA ELABORACAO DE LANCHES AOS PROJETOS DESENVOLVIDOS NO CRAS CONF RD 254 E CONTRATO No 29/2019 EM ANEXO.  PROCESSO No 30/19 EDITAL No 16/19 PREGAO No 16/19";S;29;"32                  ";2019;S;1631;"1  ";C
0201900003527;00000000000000005227;11;7;2019;22.800,00;000000000000000000000000000000;"INTEGRACAO DE SISTEMAS DE INFORMATICA DO RECADASTRAMENTO IMOBILIARIO COM O SISTEMA TRIBUTARIO CONF PEDIDO EM ANEXO.";N;0;"                    ";0;S;4560;"1  ";X
0201900003797;00000000000000000000;11;7;2019;209,00;000000000000000000000000000000;"ALTERACAO DE RUBRICA";X;0;"                    ";0;X;0;"   ";X
0201900003794;00000000000000000000;11;7;2019;243,50;000000000000000000000000000000;"ALTERACAO DE RUBRICA";X;0;"                    ";0;X;0;"   ";X
0201900003804;00000000000000005228;10;7;2019;243,50;000000000000000000000000000000;"1/4  DE  DIARIA  A  SANTO ANGELO NO DIA 13.07.19 PARA PARTICIPAR DO CURSO REIKI NIVEL I. CONF SD 639 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900003805;00000000000000005229;10;7;2019;209,00;000000000000000000000000000000;"1/4  DE  DIARIA A SANTO ANGELO NO DIA 13.07.19 PARA LEVAR AS SERVIDORAS JULIANA WITIZACK,  LETICIA DA SILVA BONFANTI, E A SECRETARIA DE SAUDE TANIA M. BERNARDI PARA REALIZAREM O CURSO DE REIKI NIVEL I. CONF SD 638 EM ANEXO.";X;0;"                    ";0;X;0;"   ";X
0201900002915;00000000000000005230;11;7;2019;20.740,00;000000000000000000000000000000;"PORTAO E GRADES PARA O PREDIO DO CRAS/ASSISTENCIA SOCIAL CONF RD 449 E CONTRATO No 42/19 EM ANEXO.  PROCESSO No 73/19 EDITAL No 41/19 PREGAO 38/19";S;42;"46                  ";2019;S;3275;"1  ";C
0201900003752;00000000000000005231;11;7;2019;1.500,00;000000000000000000000000000000;"PECA PARA CONSERTO DO SISTEMA DE FREIO NO CAMINHAO No 60. CONF RD 142 EM ANEXO.  COMPLEMENTAR A NE 3636.";N;0;"                    ";0;S;44808;"0  ";X
0201900003636;00000000000000005232;11;7;2019;3.700,00;000000000000000000000000000000;"PECAS PARA CONSERTO DO SISTEMA DE FREIO NO CAMINHAO No 61 CONF RD 135 EM ANEXO.";N;0;"                    ";0;S;44808;"0  ";X
0201900003785;00000000000000005233;11;7;2019;10.850,00;000000000000000000000000000000;"REALIZACAO DE PROVAS ESCRITAS E AVALIACAO PSICOLOGICA DOS CANDIDATOS A ELEICAO DO CONSELHO TUTELAR CONF RD 639 EM ANEXO.  PROCESSO 102/19 DISPENSA 40/19.  NE TRANSPOSTA DA NE 3275.";N;0;"                    ";0;S;1040;"0  ";X
0201900003786;00000000000000005234;11;7;2019;6.440,00;000000000000000000000000000000;"REALIZACAO DE PROVAS ESCRITAS E AVALIACAO PSICOLOGICA DOS CANDIDATOS A ELEICAO DO CONSELHO TUTELAR CONF RD 640 EM ANEXO.  PROCESSO 102/19 DISPENSA 40/19.  NE TRANSPOSTA DA NE 3276.";N;0;"                    ";0;S;244;"1  ";X
0201900000762;00000000000000000000;10;7;2019;357,50;000000000000000000000000000000;"estornado para aproveitamento de saldo recurso vinculado,transposto para o acesso 744 - vinculo 1071";S;9;"12                  ";2019;S;282072;192;C
0201900000778;00000000000000000000;10;7;2019;2.186,00;000000000000000000000000000000;"transposto para o acesso 743 - vinculo 1059";S;11;"14                  ";2019;S;729732;195;C
