orgao;uniorcam;funcao;subfuncao;programa;projativ;ndo;ndo_f;rv;contrapartida;nr_empenho;dia;mes;ano;valor;credor;cp;reg_preco;nr_licitacao;ano_licitacao;historico;forma_contrat;base_legal;desp_func;licit_compart;cnpj_gerenciador;ano_empenho
9;901;8;122;11;2075;319011010199000;"31 90 11 01 01 99 00";1;0;0201900002800;23;5;2019;49.872,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. ASSISTENCIA SOCIAL SECR.  ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
9;901;8;122;11;2075;319011370000000;"31 90 11 37 00 00 00";1;0;0201900002801;23;5;2019;3.655,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. ASSISTENCIA SOCIAL SECR.  ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
9;902;8;244;11;2085;319011010199000;"31 90 11 01 01 99 00";1;0;0201900002802;23;5;2019;34.408,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. ASSISTENCIA SOCIAL CRAS  ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
9;902;8;244;11;2085;319011370000000;"31 90 11 37 00 00 00";1;0;0201900002803;23;5;2019;1.501,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. ASSISTENCIA SOCIAL CRAS  ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
10;1001;20;122;1;2090;319011010199000;"31 90 11 01 01 99 00";1;0;0201900002804;23;5;2019;83.871,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. AGRICULTURA  ESTATUTARIOS VENCIMENTO REST. FALTA/ATRASO JUSTIFICADOS REF. ABRIL";NSA;0;F;X;00000000000000;2019
10;1001;20;122;1;2090;319011100000000;"31 90 11 10 00 00 00";1;0;0201900002805;23;5;2019;7.042,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. AGRICULTURA  ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
10;1001;20;122;1;2090;319011370000000;"31 90 11 37 00 00 00";1;0;0201900002806;23;5;2019;7.141,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. AGRICULTURA  ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
10;1001;20;122;1;2090;319016449902000;"31 90 16 44 99 02 00";1;0;0201900002807;23;5;2019;6.358,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. AGRICULTURA  ESTATUTARIOS GRATIF. HORA MAQUINA";NSA;0;F;X;00000000000000;2019
2;201;4;122;1;2004;319011330000000;"31 90 11 33 00 00 00";1;0;0201900002808;23;5;2019;4.462,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. AGRICULTURA  ESTATUTARIOS GRATIF. SINDICANCIA";NSA;0;F;X;00000000000000;2019
8;801;10;305;7;2073;319011010199000;"31 90 11 01 01 99 00";40;0;0201900002809;23;5;2019;21.872,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE VIGILANCIA EPIDEM. CLT VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;305;7;2073;319011100000000;"31 90 11 10 00 00 00";40;0;0201900002810;23;5;2019;2.994,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE VIGILANCIA EPIDEM. CLT ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;305;7;2073;319011400000000;"31 90 11 40 00 00 00";40;0;0201900002811;23;5;2019;15.210,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE VIGILANCIA EPIDEM. CLT GRATIF. AG. VIG. AMBIENTAL - LEI 2872/19";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2058;319011010102000;"31 90 11 01 01 02 00";4500;0;0201900002812;23;5;2019;51.036,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 AG. COM. SAUDE CLT VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2058;319011400000000;"31 90 11 40 00 00 00";4500;0;0201900002813;23;5;2019;3.500,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 AG. COM. SAUDE CLT GRATIF. PSF";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2058;319011400000000;"31 90 11 40 00 00 00";4500;0;0201900002814;23;5;2019;28.519,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 AG. COM. SAUDE CLT INCENTIVO ADICIONAL AGCS LEI 2870/19";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2058;319011010102000;"31 90 11 01 01 02 00";4500;0;0201900002815;23;5;2019;57.889,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 02 AG. COM. SAUDE CLT VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2058;319011400000000;"31 90 11 40 00 00 00";4500;0;0201900002816;23;5;2019;4.000,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 02 AG. COM. SAUDE CLT GRATIF. PSF";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2058;319011450000000;"31 90 11 45 00 00 00";4500;0;0201900002817;23;5;2019;1.381,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 02 AG. COM. SAUDE CLT FERIAS";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2058;319011400000000;"31 90 11 40 00 00 00";4500;0;0201900002818;23;5;2019;32.480,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 02 AG. COM. SAUDE CLT INCENTIVO ADIC. AGCS LEI 2870/19";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011010101000;"31 90 11 01 01 01 00";40;0;0201900002819;23;5;2019;2.804,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 CLT VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011400000000;"31 90 11 40 00 00 00";40;0;0201900002820;23;5;2019;500,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 CLT GRATIF. PSF";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011100000000;"31 90 11 10 00 00 00";40;0;0201900002821;23;5;2019;998,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 CLT ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011370000000;"31 90 11 37 00 00 00";40;0;0201900002822;23;5;2019;1.009,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 CLT ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2058;319004990102000;"31 90 04 99 01 02 00";40;0;0201900002823;23;5;2019;10.289,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF CONTRATO AGENTE DE SAUDE GRATIF. PSF SALARIO INCENTIVO ADICIONAL AGCS LEI 2870/19";NSA;0;F;X;00000000000000;2019
8;801;10;122;5;2049;319011740000000;"31 90 11 74 00 00 00";40;0;0201900002824;23;5;2019;18.937,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE SECR. CCS SUBSIDIOS";NSA;0;F;X;00000000000000;2019
8;801;10;122;5;2049;319011010199000;"31 90 11 01 01 99 00";40;0;0201900002825;23;5;2019;47.195,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE SECR. CCS SALARIO C/C";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2052;319004990199000;"31 90 04 99 01 99 00";40;0;0201900002826;23;5;2019;6.963,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PROJ. ATIVIDADE FISICA CONTRATO SALARIO";NSA;0;F;X;00000000000000;2019
8;801;10;122;5;2049;319011010199000;"31 90 11 01 01 99 00";40;0;0201900002827;23;5;2019;40.349,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE SECRETARIA ESTATUTARIOS VENCIMENTO DIF. SALARIO";NSA;0;F;X;00000000000000;2019
8;801;10;122;5;2049;319011100000000;"31 90 11 10 00 00 00";40;0;0201900002828;23;5;2019;4.244,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE SECRETARIA ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;122;5;2049;319011370000000;"31 90 11 37 00 00 00";40;0;0201900002829;23;5;2019;2.881,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE SECRETARIA ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
2;201;4;122;1;2004;319011330000000;"31 90 11 33 00 00 00";1;0;0201900002830;23;5;2019;1.190,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE SECRETARIA ESTATUTARIOS GRATIF. SINDICANCIA";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2056;319011010199000;"31 90 11 01 01 99 00";40;0;0201900002831;23;5;2019;15.173,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PIM ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2056;319011370000000;"31 90 11 37 00 00 00";40;0;0201900002832;23;5;2019;1.300,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PIM ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;305;7;2073;319011010199000;"31 90 11 01 01 99 00";4502;0;0201900002833;23;5;2019;30.165,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE VIG. EPID. ESTATUTARIOS PARTE VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;305;7;2073;319011010199000;"31 90 11 01 01 99 00";40;0;0201900002834;23;5;2019;1.297,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE VIG. EPID. ESTATUTARIOS VENCIMENTO COMPLEMENTAR A NE 2833.";NSA;0;F;X;00000000000000;2019
8;801;10;305;7;2073;319011100000000;"31 90 11 10 00 00 00";40;0;0201900002835;23;5;2019;5.025,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE VIG. EPID. ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;305;7;2073;319011370000000;"31 90 11 37 00 00 00";40;0;0201900002836;23;5;2019;2.517,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE VIG. EPID. ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;305;7;2073;319016449901000;"31 90 16 44 99 01 00";40;0;0201900002837;23;5;2019;943,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE VIG. EPID. ESTATUTARIOS HORAS EXTRAS SAUDE";NSA;0;F;X;00000000000000;2019
8;801;10;785;8;2074;319011010199000;"31 90 11 01 01 99 00";40;0;0201900002838;23;5;2019;43.291,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE TRANSPORTE ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;785;8;2074;319011100000000;"31 90 11 10 00 00 00";40;0;0201900002839;23;5;2019;7.711,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE TRANSPORTE ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;785;8;2074;319016449901000;"31 90 16 44 99 01 00";40;0;0201900002840;23;5;2019;10.442,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE TRANSPORTE ESTATUTARIOS HORAS PLANTAO MOTORISTAS";NSA;0;F;X;00000000000000;2019
8;801;10;785;8;2074;319011370000000;"31 90 11 37 00 00 00";40;0;0201900002841;23;5;2019;5.720,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE TRANSPORTE ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;785;8;2074;319016449901000;"31 90 16 44 99 01 00";40;0;0201900002842;23;5;2019;9.615,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE TRANSPORTE ESTATUTARIOS HORAS EXTRAS SAUDE";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2057;319011010101000;"31 90 11 01 01 01 00";40;0;0201900002843;23;5;2019;42.129,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 BUCAL ESTATUTARIOS VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2057;319011400000000;"31 90 11 40 00 00 00";40;0;0201900002844;23;5;2019;4.000,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 BUCAL ESTATUTARIOS GRATIF. PSF";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2057;319011100000000;"31 90 11 10 00 00 00";40;0;0201900002845;23;5;2019;7.091,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 BUCAL ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2057;319011370000000;"31 90 11 37 00 00 00";40;0;0201900002846;23;5;2019;5.132,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 BUCAL ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011010101000;"31 90 11 01 01 01 00";4500;0;0201900002847;23;5;2019;57.203,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 ESTATUTARIOS VENCIMENTO REST. DESC. FALTA/ATRASO JUSTIFICADOS REF. ABRIL";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011400000000;"31 90 11 40 00 00 00";4500;0;0201900002848;23;5;2019;6.000,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 ESTATUTARIOS GRATIF. PSF";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011100000000;"31 90 11 10 00 00 00";4500;0;0201900002849;23;5;2019;9.563,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011370000000;"31 90 11 37 00 00 00";4500;0;0201900002850;23;5;2019;6.691,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 01 ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011010101000;"31 90 11 01 01 01 00";4500;0;0201900002851;23;5;2019;60.684,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 02 ESTATUTARIOS PARTE VENCIMENTO";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011010101000;"31 90 11 01 01 01 00";40;0;0201900002852;23;5;2019;59.803,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 02 ESTATUTARIOS VENCIMENTO REST. DESC. FALTA/ATRASO JUSTIFICADOS REF ABRIL NE COMPLEMENTAR A NE 2851.";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011400000000;"31 90 11 40 00 00 00";40;0;0201900002853;23;5;2019;12.500,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 02 ESTATUTARIOS GRATIF. PSF";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011100000000;"31 90 11 10 00 00 00";40;0;0201900002854;23;5;2019;20.797,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 02 ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011450000000;"31 90 11 45 00 00 00";40;0;0201900002855;23;5;2019;6.868,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 02 ESTATUTARIOS FERIAS";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011370000000;"31 90 11 37 00 00 00";40;0;0201900002856;23;5;2019;13.044,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 02 ESTATUTARIOS PARTE ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;301;6;2059;319011370000000;"31 90 11 37 00 00 00";4500;0;0201900002857;23;5;2019;437,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PSF 02 ESTATUTARIOS ANUENIOS NE COMPLEMENTAR A NE 2856";NSA;0;F;X;00000000000000;2019
8;801;10;302;8;2065;319011010199000;"31 90 11 01 01 99 00";40;0;0201900002858;23;5;2019;148.954,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PRONTO ATENDIMENTO ESTATUTARIOS VENCIMENTO DIF. SALARIO";NSA;0;F;X;00000000000000;2019
8;801;10;302;8;2065;319011400000000;"31 90 11 40 00 00 00";40;0;0201900002859;23;5;2019;500,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PRONTO ATENDIMENTO ESTATUTARIOS GRATIF. PSF";NSA;0;F;X;00000000000000;2019
8;801;10;302;8;2065;319011100000000;"31 90 11 10 00 00 00";40;0;0201900002860;23;5;2019;28.857,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PRONTO ATENDIMENTO ESTATUTARIOS ADIC. INSALUBRIDADE";NSA;0;F;X;00000000000000;2019
8;801;10;302;8;2065;319011040000000;"31 90 11 04 00 00 00";40;0;0201900002861;23;5;2019;24.860,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PRONTO ATENDIMENTO ESTATUTARIOS ADIC. NOTURNO";NSA;0;F;X;00000000000000;2019
8;801;10;302;8;2065;319011450000000;"31 90 11 45 00 00 00";40;0;0201900002862;23;5;2019;8.074,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PRONTO ATENDIMENTO ESTATUTARIOS FERIAS";NSA;0;F;X;00000000000000;2019
8;801;10;302;8;2065;319011370000000;"31 90 11 37 00 00 00";40;0;0201900002863;23;5;2019;30.492,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PRONTO ATENDIMENTO ESTATUTARIOS ANUENIOS";NSA;0;F;X;00000000000000;2019
8;801;10;302;8;2065;319016449901000;"31 90 16 44 99 01 00";40;0;0201900002864;23;5;2019;1.530,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PRONTO ATENDIMENTO ESTATUTARIOS HORAS EXTRAS SAUDE";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;11;319001010000000;"31 90 01 01 00 00 00";50;0;0201901002865;23;5;2019;66.983,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE ABRIL DE 2019 FAPS INATIVOS GERAL TEMPO CONT. PROVENTOS";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;11;319001010000000;"31 90 01 01 00 00 00";50;0;0201901002866;23;5;2019;80.157,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE ABRIL DE 2019 FAPS INATIVOS GERAL INVALIDEZ PROVENTOS VENCIMENTO PARC. AUTONOMA ANUENIOS INATIVOS";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;11;319001010000000;"31 90 01 01 00 00 00";50;0;0201901002867;23;5;2019;29.830,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE ABRIL DE 2019 FAPS INATIVOS GERAL IDADE PROVENTOS PARC. AUTONOMA";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;11;319001010000000;"31 90 01 01 00 00 00";50;0;0201901002868;23;5;2019;214.965,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE ABRIL DE 2019 FAPS INATIVOS PROFESSOR TEMP. CONTRIBUICAO VENCIMENTO ANUENIOS INATIVOS REST. IRRF";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;11;319001010000000;"31 90 01 01 00 00 00";50;0;0201901002869;23;5;2019;7.276,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE ABRIL DE 2019 FAPS INATIVOS PROFESSOR INV. VALOR REAL PROVENTOS";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;11;319001010000000;"31 90 01 01 00 00 00";50;0;0201901002870;23;5;2019;39.891,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE ABRIL DE 2019 FAPS INATIVOS GERAL INV. VALOR REAL PROVENTOS PARC. AUTONOMA";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;11;319001010000000;"31 90 01 01 00 00 00";50;0;0201901002871;23;5;2019;29.940,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE ABRIL DE 2019 FAPS INATIVOS GERAL IDADE VALOR REAL PROVENTOS PARC. AUTONOMA";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;12;319003010000000;"31 90 03 01 00 00 00";50;0;0201901002872;23;5;2019;2.619,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE ABRIL DE 2019 FAPS PENSIONISTAS SENT. JUDIC. TESOURO PROVENTOS";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;12;319003010000000;"31 90 03 01 00 00 00";50;0;0201901002873;23;5;2019;23.832,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE ABRIL DE 2019 FAPS INATIVOS DO TESOURO PISO VENCIMENTO ANUENIOS INATIVOS";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;12;319003010000000;"31 90 03 01 00 00 00";50;0;0201901002874;23;5;2019;22.383,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE ABRIL DE 2019 FAPS INATIVOS DO TESOURO PROVENTOS";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;11;319001010000000;"31 90 01 01 00 00 00";50;0;0201901002875;23;5;2019;27.957,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE ABRIL DE 2019 FAPS PENSIONISTAS PROVENTOS";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;11;319001010000000;"31 90 01 01 00 00 00";50;0;0201901002876;23;5;2019;130.123,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO DE 2019 FAPS PENSIONISTAS VALOR REAL PARC. AUTONOMA PROVENTOS";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;12;319003010000000;"31 90 03 01 00 00 00";50;0;0201901002877;23;5;2019;4.990,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO DE 2019 FAPS PENSIONISTAS VALOR REAL PARC. AUTONOMA PROVENTOS";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;12;319003010000000;"31 90 03 01 00 00 00";50;0;0201901002878;23;5;2019;52.937,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO DE 2019 FAPS PENSIONISTAS DO TESOURO OUTROS PGTO PARC. AUTONOMA PROVENTOS";NSA;0;F;X;00000000000000;2019
12;1201;9;122;1;2107;339036450000000;"33 90 36 45 00 00 00";50;0;0201901002879;23;5;2019;3.500,00;213;0;N;0;0;"JETON  REF.  REUNIAO  MES  DE  MAIO/19  CONF.  LC 01 DE 21 DE MAIO DE 2013.";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;13;319005000103000;"31 90 05 00 01 03 00";50;0;0201901002880;23;5;2019;9.381,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO DE 2019 SERVIDORES SAUDE SALARIO MATERNIDADE";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;13;319005000101000;"31 90 05 00 01 01 00";50;0;0201901002881;23;5;2019;39.314,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO DE 2019 SERVIDORES SAUDE AUXILIO DOENCA";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;13;319005000101000;"31 90 05 00 01 01 00";50;0;0201901002882;23;5;2019;60.584,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO DE 2019 SERVIDORES LIVRES AUXILIO DOENCA";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;13;319005000105000;"31 90 05 00 01 05 00";50;0;0201901002883;23;5;2019;1.148,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO DE 2019 SERVIDORES LIVRES ABONO FAMILIA";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;13;319005000103000;"31 90 05 00 01 03 00";50;0;0201901002884;23;5;2019;10.541,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO DE 2019 SERVIDORES FUNDEB SALARIO MATERNIDADE";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;13;319005000101000;"31 90 05 00 01 01 00";50;0;0201901002885;23;5;2019;28.511,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO DE 2019 SERVIDORES FUNDEB AUX. DOENCA";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;13;319005000101000;"31 90 05 00 01 01 00";50;0;0201901002886;23;5;2019;24.041,50;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO DE 2019 SERVIDORES MDE AUX. DOENCA";NSA;0;F;X;00000000000000;2019
12;1201;9;272;20;13;319005000105000;"31 90 05 00 01 05 00";50;0;0201901002887;23;5;2019;1.312,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO DE 2019 SERVIDORES MDE ABONO FAMILIA";NSA;0;F;X;00000000000000;2019
8;801;10;302;8;2065;319011010199000;"31 90 11 01 01 99 00";40;0;0201900002888;23;5;2019;433,00;213;0;N;0;0;"EMPENHADO EQUVOCADAMENTE";NSA;0;F;X;00000000000000;2019
8;801;10;302;8;2065;319011010199000;"31 90 11 01 01 99 00";40;0;0201900002888;23;5;2019;433,00;213;0;N;0;0;"REMUNERACAO REF. AO MES DE MAIO 2019. SAUDE PRONTO ATENDIMENTO ESTATUTARIOS PARTE VENCIMENTO NE COMPLEMENTAR A NE 2858";NSA;0;F;X;00000000000000;2019
8;801;10;785;8;2074;339014140000000;"33 90 14 14 00 00 00";40;0;0201900002889;23;5;2019;25.000,00;4295;0;N;0;0;"DIARIAS  PARA  VIAGENS REALIZADAS PARA TRANSPORTE DE PACIENTES ENCAMINHADOS PELA  SECR. DE SAUDE PARA CONSULTAS E EXAMES EM DIVERSAS ESPECIALIDADES NOS MUNICIPIOS  DA  REGIAO E CAPITAL E FORA DO ESTADO NO EXERCICIO 2019 CONF RD 194 EM ANEXO.";NSA;0;I;X;00000000000000;2019
8;801;10;785;8;2074;339014140000000;"33 90 14 14 00 00 00";40;0;0201900002889;31;7;2019;2.500,00;4295;0;N;0;0;"POR NAO TER NECESSIDADE NO MOMENTO";NSA;0;I;X;00000000000000;2019
